user_id,run_id,weather,map_name,run_duration_seconds,run_duration_minutes,timestamp_end,hr_baseline,arousal_baseline
participant_29,4,day,Town10HD_Opt,299.146,4.986,2026-03-19T08:49:59.146057,63,0.422
participant_29,5,day,Town10HD_Opt,293.891,4.898,2026-03-19T09:04:53.891110,66,0.513
participant_29,6,day,Town10HD_Opt,299.088,4.985,2026-03-19T09:19:59.088125,65,0.523
participant_29,7,day,Town10HD_Opt,293.548,4.892,2026-03-19T09:34:53.547516,65,0.468
participant_29,8,day,Town10HD_Opt,293.891,4.898,2026-03-19T09:49:53.891110,66,0.473
participant_29,9,day,Town10HD_Opt,292.986,4.883,2026-03-19T10:04:52.985675,61,0.514
participant_30,1,day,Town10HD_Opt,294.332,4.906,2026-03-19T10:04:54.332257,91,0.413
participant_30,2,day,Town10HD_Opt,151.438,2.524,2026-03-19T10:17:31.437812,92,0.385
participant_29,10,day,Town10HD_Opt,299.256,4.988,2026-03-19T10:19:59.256363,63,0.526
participant_30,3,day,Town10HD_Opt,239.086,3.985,2026-03-19T10:33:59.086072,89,0.452
participant_30,4,day,Town10HD_Opt,298.272,4.971,2026-03-19T10:49:58.271824,90,0.405
participant_30,5,day,Town10HD_Opt,294.497,4.908,2026-03-19T11:04:54.496654,92,0.463
participant_30,6,day,Town10HD_Opt,299.146,4.986,2026-03-19T11:19:59.146057,91,0.483
participant_30,7,day,Town10HD_Opt,544.111,9.069,2026-03-19T11:39:04.110830,91,0.503
participant_30,8,day,Town10HD_Opt,298.072,4.968,2026-03-19T11:49:58.071849,92,0.57
participant_30,9,day,Town10HD_Opt,293.891,4.898,2026-03-19T12:04:53.891110,92,0.501
participant_30,10,day,Town10HD_Opt,298.272,4.971,2026-03-19T12:19:58.271824,92,0.52
participant_31,1,day,Town10HD_Opt,97.969,1.633,2026-03-13T12:30:08.807219,51,0.502
participant_31,2,day,Town10HD_Opt,102.984,1.716,2026-03-13T12:58:20.526205,46,0.54
participant_31,3,day,Town10HD_Opt,300.265,5.004,2026-03-13T13:05:58.924420,,
participant_31,4,day,Town10HD_Opt,300.032,5.001,2026-03-13T13:12:44.714492,,
